Date,Product_Name,Category,Region,Units_Sold,Revenue,Cost,Profit,Customer_Segment,Discount
2024-05-12,Shoes,Clothing,West,2,70.33,42.2,28.13,Business,0.0
2024-05-12,Dress,Clothing,East,2,158.43,105.62,52.81,Business,0.1
2024-05-12,Plant Pot,Home & Garden,West,2,330.19,198.11,132.07,Consumer,0.0
2024-05-12,Self-Help,Books,Central,4,188.94,113.37,75.58,Consumer,0.0
2024-05-12,Lamp,Home & Garden,North,0,0.0,0.0,0.0,Business,0.1
2024-05-12,Fiction,Books,South,2,59.64,35.78,23.86,Enterprise,0.0
2024-05-12,Plant Pot,Home & Garden,East,2,465.93,279.56,186.37,Consumer,0.0
2024-05-12,Non-Fiction,Books,Central,4,182.97,109.78,73.19,Enterprise,0.0
2024-05-13,Jacket,Clothing,South,1,101.07,75.8,25.27,Enterprise,0.2
2024-05-13,Biography,Books,South,3,110.23,66.14,44.09,Enterprise,0.0
2024-05-13,Jeans,Clothing,East,5,440.22,264.13,176.09,Consumer,0.0
2024-05-13,Cushion,Home & Garden,West,2,776.12,465.67,310.45,Enterprise,0.0
2024-05-13,Headphones,Electronics,North,2,1607.78,1378.1,229.68,Enterprise,0.3
2024-05-13,Jacket,Clothing,East,2,285.46,214.09,71.36,Enterprise,0.2
2024-05-13,Plant Pot,Home & Garden,Central,1,120.26,72.15,48.1,Enterprise,0.0
2024-05-13,Cushion,Home & Garden,Central,2,250.72,150.43,100.29,Consumer,0.0
2024-05-13,Tablet,Electronics,West,1,976.55,585.93,390.62,Consumer,0.0
2024-05-13,Shoes,Clothing,East,1,53.9,32.34,21.56,Consumer,0.0
2024-05-13,Tablet,Electronics,West,2,1028.31,616.99,411.33,Business,0.0
2024-05-13,Biography,Books,Central,3,142.0,85.2,56.8,Consumer,0.0
2024-05-13,Dumbbells,Sports,Central,3,723.83,434.3,289.53,Enterprise,0.0
2024-05-13,Headphones,Electronics,East,8,6379.87,3827.92,2551.95,Consumer,0.0
2024-05-13,Running Shoes,Sports,Central,1,77.17,46.3,30.87,Business,0.0
2024-05-13,Lamp,Home & Garden,East,1,375.69,250.46,125.23,Business,0.1
2024-05-13,Tablet,Electronics,West,1,830.29,498.18,332.12,Enterprise,0.0
2024-05-13,Jeans,Clothing,South,2,195.42,117.25,78.17,Business,0.0
2024-05-13,Basketball,Sports,East,1,141.61,84.97,56.64,Enterprise,0.0
2024-05-13,Non-Fiction,Books,South,2,36.84,27.63,9.21,Enterprise,0.2
2024-05-13,Smartphone,Electronics,West,9,2097.77,1798.09,299.68,Business,0.3
2024-05-13,Dress,Clothing,North,2,311.1,186.66,124.44,Consumer,0.0
2024-05-13,Basketball,Sports,West,2,590.32,354.19,236.13,Business,0.0
2024-05-13,Jeans,Clothing,West,1,15.25,13.07,2.18,Enterprise,0.3
2024-05-13,Self-Help,Books,West,2,43.99,26.39,17.6,Consumer,0.0
2024-05-13,Laptop,Electronics,West,2,1049.06,629.44,419.63,Business,0.0
2024-05-13,Shoes,Clothing,South,1,95.34,57.2,38.13,Business,0.0
2024-05-13,Tablet,Electronics,West,2,898.01,673.51,224.5,Enterprise,0.2
2024-05-13,Self-Help,Books,South,2,25.27,15.16,10.11,Consumer,0.0
2024-05-13,Coffee Table,Home & Garden,Central,0,0.0,0.0,0.0,Enterprise,0.0
2024-05-13,Cookbook,Books,East,3,65.71,39.43,26.28,Consumer,0.0
2024-05-13,Smartwatch,Electronics,West,3,2351.91,1411.15,940.76,Business,0.0
2024-05-13,Headphones,Electronics,Central,2,1121.32,961.13,160.19,Business,0.3
2024-05-13,Non-Fiction,Books,West,3,37.06,22.23,14.82,Enterprise,0.0
2024-05-13,Running Shoes,Sports,West,3,562.39,374.92,187.46,Consumer,0.1
2024-05-13,Smartphone,Electronics,East,4,1922.31,1153.38,768.92,Business,0.0
2024-05-13,Sofa,Home & Garden,Central,3,183.37,110.02,73.35,Enterprise,0.0
2024-05-13,Smartphone,Electronics,East,3,3298.95,1979.37,1319.58,Consumer,0.0
2024-05-13,Non-Fiction,Books,Central,7,200.4,120.24,80.16,Business,0.0
2024-05-13,Running Shoes,Sports,East,3,366.11,219.67,146.44,Consumer,0.0
2024-05-13,Lamp,Home & Garden,West,1,423.39,282.26,141.13,Enterprise,0.1
2024-05-13,Sofa,Home & Garden,North,2,386.56,231.94,154.63,Business,0.0
2024-05-13,Sofa,Home & Garden,West,2,165.05,141.47,23.58,Enterprise,0.3
2024-05-13,Cushion,Home & Garden,Central,10,1746.45,1047.87,698.58,Consumer,0.0
2024-05-13,T-Shirt,Clothing,South,4,152.66,130.85,21.81,Business,0.3
2024-05-13,Fiction,Books,East,7,235.8,141.48,94.32,Enterprise,0.0
2024-05-13,Tennis Racket,Sports,Central,2,472.7,315.13,157.57,Consumer,0.1
2024-05-13,Jacket,Clothing,South,5,477.39,286.43,190.96,Consumer,0.0
2024-05-13,Cookbook,Books,East,2,46.47,27.88,18.59,Enterprise,0.0
2024-05-13,Tennis Racket,Sports,West,5,561.66,336.99,224.66,Business,0.0
2024-05-13,Cushion,Home & Garden,West,3,941.67,565.0,376.67,Enterprise,0.0
2024-05-14,Self-Help,Books,East,5,158.08,105.39,52.69,Enterprise,0.1
2024-05-14,Dumbbells,Sports,South,4,1150.33,690.2,460.13,Enterprise,0.0
2024-05-14,Non-Fiction,Books,East,2,91.81,55.09,36.72,Business,0.0
2024-05-14,Non-Fiction,Books,North,3,112.29,67.37,44.91,Consumer,0.0
2024-05-14,T-Shirt,Clothing,East,1,175.13,116.75,58.38,Consumer,0.1
2024-05-14,Self-Help,Books,Central,2,34.73,20.84,13.89,Enterprise,0.0
2024-05-14,Running Shoes,Sports,Central,3,534.12,320.47,213.65,Business,0.0
2024-05-14,Smartphone,Electronics,South,1,637.49,478.11,159.37,Enterprise,0.2
2024-05-14,Sofa,Home & Garden,Central,2,464.59,348.44,116.15,Business,0.2
2024-05-14,Non-Fiction,Books,South,6,190.8,143.1,47.7,Enterprise,0.2
2024-05-14,Yoga Mat,Sports,South,3,897.76,538.66,359.11,Consumer,0.0
2024-05-14,Tennis Racket,Sports,South,2,566.87,340.12,226.75,Business,0.0
2024-05-14,T-Shirt,Clothing,Central,4,214.92,161.19,53.73,Business,0.2
2024-05-14,Lamp,Home & Garden,North,2,818.74,491.24,327.5,Enterprise,0.0
2024-05-14,Plant Pot,Home & Garden,North,4,1803.18,1081.91,721.27,Enterprise,0.0
2024-05-14,Biography,Books,North,3,71.85,43.11,28.74,Enterprise,0.0
2024-05-14,Sofa,Home & Garden,South,4,1163.55,698.13,465.42,Enterprise,0.0
2024-05-14,Basketball,Sports,North,1,192.68,128.45,64.23,Enterprise,0.1
2024-05-14,Dress,Clothing,North,4,397.21,238.32,158.88,Enterprise,0.0
2024-05-14,Sofa,Home & Garden,North,0,0.0,0.0,0.0,Enterprise,0.0
2024-05-14,Coffee Table,Home & Garden,West,2,383.13,229.88,153.25,Business,0.0
2024-05-14,Tennis Racket,Sports,South,4,968.11,580.87,387.24,Enterprise,0.0
2024-05-14,Headphones,Electronics,Central,4,4678.56,2807.13,1871.42,Consumer,0.0
2024-05-14,Laptop,Electronics,South,2,1420.09,946.73,473.36,Enterprise,0.1
2024-05-14,Yoga Mat,Sports,Central,3,680.52,408.31,272.21,Enterprise,0.0
2024-05-14,Smartwatch,Electronics,South,2,1549.85,929.91,619.94,Business,0.0
2024-05-14,Basketball,Sports,North,5,296.82,178.09,118.73,Enterprise,0.0
2024-05-14,Coffee Table,Home & Garden,North,1,297.3,254.82,42.47,Enterprise,0.3
2024-05-14,Lamp,Home & Garden,North,2,267.53,200.65,66.88,Enterprise,0.2
2024-05-14,Tennis Racket,Sports,South,1,193.23,115.94,77.29,Business,0.0
2024-05-14,Jacket,Clothing,East,4,253.69,152.21,101.48,Business,0.0
2024-05-14,Headphones,Electronics,North,7,3284.78,1970.87,1313.91,Business,0.0
2024-05-14,Headphones,Electronics,West,2,1898.7,1424.02,474.67,Business,0.2
2024-05-14,Laptop,Electronics,North,1,678.93,452.62,226.31,Business,0.1
2024-05-14,Sofa,Home & Garden,West,3,317.88,190.73,127.15,Business,0.0
2024-05-14,Shoes,Clothing,Central,1,157.33,94.4,62.93,Consumer,0.0
2024-05-14,Non-Fiction,Books,West,3,130.91,78.54,52.36,Business,0.0
2024-05-14,Tennis Racket,Sports,East,3,814.58,488.75,325.83,Enterprise,0.0
2024-05-14,Self-Help,Books,South,5,187.92,112.75,75.17,Consumer,0.0
2024-05-14,Self-Help,Books,Central,2,49.25,32.84,16.42,Business,0.1
2024-05-14,Cookbook,Books,East,4,183.42,110.05,73.37,Enterprise,0.0
2024-05-14,Self-Help,Books,Central,1,24.3,14.58,9.72,Enterprise,0.0
2024-05-14,Laptop,Electronics,West,1,1048.38,698.92,349.46,Enterprise,0.1
2024-05-14,Jeans,Clothing,South,6,779.47,467.68,311.79,Enterprise,0.0
2024-05-14,Lamp,Home & Garden,South,3,974.36,584.62,389.74,Enterprise,0.0
2024-05-14,Yoga Mat,Sports,North,6,492.86,295.72,197.14,Enterprise,0.0
2024-05-14,Non-Fiction,Books,Central,5,67.25,40.35,26.9,Consumer,0.0
2024-05-14,Dumbbells,Sports,East,5,1291.23,774.74,516.49,Enterprise,0.0
2024-05-14,Laptop,Electronics,North,1,728.53,437.12,291.41,Business,0.0
2024-05-15,Laptop,Electronics,East,3,2563.68,1538.21,1025.47,Enterprise,0.0
2024-05-15,Self-Help,Books,North,2,67.8,45.2,22.6,Consumer,0.1
2024-05-15,Headphones,Electronics,South,9,6600.92,3960.55,2640.37,Business,0.0
2024-05-15,Laptop,Electronics,South,2,1289.32,773.59,515.73,Consumer,0.0
2024-05-15,Headphones,Electronics,North,4,1776.7,1066.02,710.68,Consumer,0.0
2024-05-15,Plant Pot,Home & Garden,North,2,673.62,449.08,224.54,Business,0.1
2024-05-15,Tablet,Electronics,South,3,932.89,559.73,373.16,Consumer,0.0
2024-05-15,Basketball,Sports,North,1,75.96,45.58,30.39,Enterprise,0.0
2024-05-15,Cookbook,Books,North,4,119.42,89.57,29.86,Business,0.2
2024-05-15,Smartwatch,Electronics,South,1,972.4,583.44,388.96,Enterprise,0.0
2024-05-15,Coffee Table,Home & Garden,East,3,1496.17,897.7,598.47,Enterprise,0.0
2024-05-15,Headphones,Electronics,West,4,2633.21,1579.93,1053.29,Business,0.0
2024-05-15,Coffee Table,Home & Garden,East,2,214.5,143.0,71.5,Enterprise,0.1
2024-05-15,Running Shoes,Sports,East,1,30.42,18.25,12.17,Consumer,0.0
2024-05-15,Smartwatch,Electronics,South,2,638.12,382.87,255.25,Enterprise,0.0
2024-05-15,Self-Help,Books,South,4,152.44,91.47,60.98,Business,0.0
2024-05-15,Jacket,Clothing,Central,2,306.15,183.69,122.46,Enterprise,0.0
2024-05-15,Laptop,Electronics,South,2,1689.92,1267.44,422.48,Consumer,0.2
2024-05-15,Sofa,Home & Garden,South,0,0.0,0.0,0.0,Business,0.2
2024-05-15,Sofa,Home & Garden,East,2,306.09,183.65,122.44,Consumer,0.0
2024-05-15,T-Shirt,Clothing,South,2,221.4,132.84,88.56,Enterprise,0.0
2024-05-15,Self-Help,Books,West,0,0.0,0.0,0.0,Business,0.3
2024-05-15,Self-Help,Books,East,2,75.87,45.52,30.35,Consumer,0.0
2024-05-15,T-Shirt,Clothing,South,2,158.84,95.3,63.54,Business,0.0
2024-05-15,Sofa,Home & Garden,South,1,240.85,144.51,96.34,Business,0.0
2024-05-15,Cookbook,Books,North,1,44.68,26.81,17.87,Consumer,0.0
2024-05-15,Dress,Clothing,West,3,157.53,118.15,39.38,Consumer,0.2
2024-05-15,Fiction,Books,South,5,214.47,128.68,85.79,Consumer,0.0
2024-05-15,Shoes,Clothing,East,2,293.32,175.99,117.33,Enterprise,0.0
2024-05-15,T-Shirt,Clothing,South,3,279.37,167.62,111.75,Enterprise,0.0
2024-05-15,Cookbook,Books,West,1,22.18,13.31,8.87,Enterprise,0.0
2024-05-15,Smartwatch,Electronics,North,2,1940.24,1164.14,776.09,Enterprise,0.0
2024-05-15,Dress,Clothing,West,3,190.1,142.58,47.53,Consumer,0.2
2024-05-15,Dress,Clothing,North,3,371.34,318.29,53.05,Business,0.3
2024-05-15,Laptop,Electronics,East,1,577.9,346.74,231.16,Enterprise,0.0
2024-05-15,Basketball,Sports,Central,2,197.43,118.46,78.97,Consumer,0.0
2024-05-16,Laptop,Electronics,South,1,681.98,511.49,170.5,Consumer,0.2
2024-05-16,Dress,Clothing,North,3,380.89,228.54,152.36,Business,0.0
2024-05-16,Running Shoes,Sports,North,2,369.51,221.71,147.8,Consumer,0.0
2024-05-16,Coffee Table,Home & Garden,North,2,811.28,540.85,270.43,Consumer,0.1
2024-05-16,Non-Fiction,Books,Central,4,88.47,53.08,35.39,Enterprise,0.0
2024-05-16,Shoes,Clothing,South,4,646.48,387.89,258.59,Enterprise,0.0
2024-05-16,Coffee Table,Home & Garden,West,7,3423.47,2054.08,1369.39,Consumer,0.0
2024-05-16,Dress,Clothing,Central,4,257.58,154.55,103.03,Consumer,0.0
2024-05-16,Jeans,Clothing,North,2,333.56,200.14,133.43,Consumer,0.0
2024-05-16,Jeans,Clothing,South,2,393.1,235.86,157.24,Consumer,0.0
2024-05-16,Dumbbells,Sports,South,1,297.86,178.72,119.14,Business,0.0
2024-05-16,T-Shirt,Clothing,South,2,272.26,163.35,108.9,Enterprise,0.0
2024-05-16,Basketball,Sports,Central,2,481.59,288.95,192.63,Enterprise,0.0
2024-05-16,Basketball,Sports,Central,7,1952.15,1171.29,780.86,Enterprise,0.0
2024-05-16,Laptop,Electronics,South,2,544.89,363.26,181.63,Consumer,0.1
2024-05-16,Plant Pot,Home & Garden,East,2,476.12,285.67,190.45,Consumer,0.0
2024-05-16,Laptop,Electronics,North,3,2769.23,1661.54,1107.69,Enterprise,0.0
2024-05-16,Biography,Books,East,3,131.57,87.72,43.86,Business,0.1
2024-05-16,Lamp,Home & Garden,North,8,1528.69,917.21,611.48,Enterprise,0.0
2024-05-16,Running Shoes,Sports,East,2,542.25,325.35,216.9,Business,0.0
2024-05-16,Plant Pot,Home & Garden,North,3,955.07,573.04,382.03,Enterprise,0.0
2024-05-16,Running Shoes,Sports,South,1,111.48,66.89,44.59,Enterprise,0.0
2024-05-16,Fiction,Books,North,4,53.04,45.47,7.58,Enterprise,0.3
2024-05-16,Sofa,Home & Garden,North,2,769.94,461.96,307.98,Consumer,0.0
2024-05-16,Tablet,Electronics,West,1,977.64,586.58,391.06,Enterprise,0.0
2024-05-16,Biography,Books,West,3,70.31,42.19,28.13,Consumer,0.0
2024-05-16,Self-Help,Books,North,1,36.7,24.46,12.23,Business,0.1
2024-05-16,Tablet,Electronics,Central,1,714.21,428.52,285.68,Enterprise,0.0
2024-05-16,Self-Help,Books,Central,2,34.6,20.76,13.84,Consumer,0.0
2024-05-16,Cushion,Home & Garden,Central,3,1479.01,887.41,591.61,Enterprise,0.0
2024-05-16,Laptop,Electronics,North,3,2275.08,1365.05,910.03,Business,0.0
2024-05-16,Tennis Racket,Sports,South,2,151.7,113.78,37.93,Enterprise,0.2
2024-05-16,Laptop,Electronics,South,2,1496.97,898.18,598.79,Consumer,0.0
2024-05-16,Plant Pot,Home & Garden,East,3,192.74,128.49,64.25,Business,0.1
2024-05-16,T-Shirt,Clothing,South,3,435.11,326.33,108.78,Consumer,0.2
2024-05-16,Biography,Books,South,1,29.2,17.52,11.68,Consumer,0.0
2024-05-16,Cookbook,Books,South,4,189.98,113.99,75.99,Enterprise,0.0
2024-05-16,Yoga Mat,Sports,South,2,273.39,164.03,109.36,Consumer,0.0
2024-05-17,Plant Pot,Home & Garden,West,2,952.55,571.53,381.02,Business,0.0
2024-05-17,Non-Fiction,Books,South,1,24.39,14.63,9.76,Consumer,0.0
2024-05-17,Basketball,Sports,East,2,265.84,177.23,88.61,Enterprise,0.1
2024-05-17,Coffee Table,Home & Garden,West,2,249.89,149.94,99.96,Enterprise,0.0
2024-05-17,Laptop,Electronics,North,1,1128.76,677.26,451.51,Enterprise,0.0
2024-05-17,Non-Fiction,Books,West,3,66.61,39.97,26.65,Consumer,0.0
2024-05-17,Laptop,Electronics,North,1,846.33,507.8,338.53,Consumer,0.0
2024-05-17,Cushion,Home & Garden,Central,2,867.04,520.22,346.81,Enterprise,0.0
2024-05-17,Plant Pot,Home & Garden,South,5,312.3,187.38,124.92,Business,0.0
2024-05-17,Headphones,Electronics,West,2,1687.12,1012.27,674.85,Business,0.0
2024-05-17,Cushion,Home & Garden,South,2,841.13,504.68,336.45,Consumer,0.0
2024-05-17,Coffee Table,Home & Garden,South,6,1394.65,1045.99,348.66,Consumer,0.2
2024-05-17,Headphones,Electronics,West,1,492.35,295.41,196.94,Consumer,0.0
2024-05-17,Cookbook,Books,Central,3,22.65,19.41,3.24,Enterprise,0.3
2024-05-17,Headphones,Electronics,East,2,922.46,553.48,368.99,Enterprise,0.0
2024-05-17,Smartphone,Electronics,North,4,1682.71,1009.62,673.08,Business,0.0
2024-05-17,Fiction,Books,East,3,103.15,61.89,41.26,Business,0.0
2024-05-17,Plant Pot,Home & Garden,South,3,587.41,352.45,234.96,Business,0.0
2024-05-17,Self-Help,Books,East,5,142.75,95.16,47.58,Enterprise,0.1
2024-05-17,Dumbbells,Sports,East,5,399.48,239.69,159.79,Business,0.0
2024-05-17,Yoga Mat,Sports,West,6,313.77,188.26,125.51,Business,0.0
2024-05-17,Basketball,Sports,West,2,553.89,332.34,221.56,Business,0.0
2024-05-17,Smartphone,Electronics,South,1,950.8,570.48,380.32,Enterprise,0.0
2024-05-17,Smartphone,Electronics,West,3,2318.84,1391.3,927.54,Consumer,0.0
2024-05-17,Dumbbells,Sports,Central,1,94.43,56.66,37.77,Business,0.0
2024-05-17,Self-Help,Books,South,2,47.96,28.78,19.19,Consumer,0.0
2024-05-17,T-Shirt,Clothing,West,4,452.76,271.65,181.1,Business,0.0
2024-05-17,Smartphone,Electronics,East,6,2696.73,1618.04,1078.69,Enterprise,0.0
2024-05-17,Running Shoes,Sports,East,5,969.26,581.56,387.7,Business,0.0
2024-05-17,Jacket,Clothing,East,4,751.52,450.91,300.61,Enterprise,0.0
2024-05-17,Plant Pot,Home & Garden,North,3,1362.4,817.44,544.96,Consumer,0.0
2024-05-17,Shoes,Clothing,Central,2,71.15,42.69,28.46,Consumer,0.0
2024-05-17,Tennis Racket,Sports,North,2,561.44,336.86,224.58,Consumer,0.0
2024-05-17,Smartwatch,Electronics,South,2,1984.55,1323.03,661.52,Enterprise,0.1
2024-05-17,Tablet,Electronics,Central,1,1066.15,639.69,426.46,Consumer,0.0
2024-05-17,Jeans,Clothing,East,3,195.52,117.31,78.21,Enterprise,0.0
2024-05-17,Cookbook,Books,South,1,14.0,8.4,5.6,Business,0.0
2024-05-17,T-Shirt,Clothing,East,2,79.02,47.41,31.61,Consumer,0.0
2024-05-17,Yoga Mat,Sports,South,1,86.2,57.47,28.73,Consumer,0.1
2024-05-17,Smartwatch,Electronics,North,5,1588.59,953.15,635.43,Consumer,0.0
2024-05-17,Smartphone,Electronics,East,1,697.29,418.38,278.92,Enterprise,0.0
2024-05-17,Running Shoes,Sports,North,1,194.35,116.61,77.74,Consumer,0.0
2024-05-18,Jeans,Clothing,West,4,404.26,346.51,57.75,Enterprise,0.3
2024-05-18,Dumbbells,Sports,Central,1,191.84,143.88,47.96,Consumer,0.2
2024-05-18,T-Shirt,Clothing,East,2,325.03,195.02,130.01,Consumer,0.0
2024-05-18,Laptop,Electronics,West,3,2837.94,1702.76,1135.18,Business,0.0
2024-05-18,T-Shirt,Clothing,Central,1,116.32,69.79,46.53,Business,0.0
2024-05-18,Cookbook,Books,Central,2,55.51,33.31,22.2,Enterprise,0.0
2024-05-18,Non-Fiction,Books,South,3,133.75,80.25,53.5,Business,0.0
2024-05-18,Sofa,Home & Garden,West,1,265.56,227.62,37.94,Consumer,0.3
2024-05-18,Dumbbells,Sports,South,1,148.9,89.34,59.56,Enterprise,0.0
2024-05-18,Plant Pot,Home & Garden,West,1,377.7,226.62,151.08,Consumer,0.0
2024-05-18,Tablet,Electronics,South,1,1037.2,622.32,414.88,Enterprise,0.0
2024-05-18,Fiction,Books,South,1,14.54,9.69,4.85,Business,0.1
2024-05-18,Biography,Books,East,2,26.6,15.96,10.64,Business,0.0
2024-05-18,Jacket,Clothing,West,7,655.25,393.15,262.1,Enterprise,0.0
2024-05-18,Cookbook,Books,Central,1,11.39,7.6,3.8,Enterprise,0.1
2024-05-18,Running Shoes,Sports,East,2,67.32,44.88,22.44,Enterprise,0.1
2024-05-18,Non-Fiction,Books,South,4,53.1,31.86,21.24,Enterprise,0.0
2024-05-18,Plant Pot,Home & Garden,Central,1,149.99,89.99,60.0,Enterprise,0.0
2024-05-18,Smartphone,Electronics,South,3,2444.35,1466.61,977.74,Consumer,0.0
2024-05-18,Laptop,Electronics,North,1,708.08,531.06,177.02,Enterprise,0.2
2024-05-18,Non-Fiction,Books,South,1,22.96,13.77,9.18,Enterprise,0.0
2024-05-18,Shoes,Clothing,West,2,166.46,142.68,23.78,Consumer,0.3
2024-05-18,Cushion,Home & Garden,South,3,1286.73,772.04,514.69,Business,0.0
2024-05-18,Yoga Mat,Sports,South,2,370.24,277.68,92.56,Business,0.2
2024-05-18,Smartwatch,Electronics,West,2,1941.37,1294.25,647.12,Enterprise,0.1
2024-05-18,Cushion,Home & Garden,South,2,274.34,182.9,91.45,Business,0.1
2024-05-18,Running Shoes,Sports,South,1,143.81,86.28,57.52,Enterprise,0.0
2024-05-18,Running Shoes,Sports,East,2,437.33,262.4,174.93,Business,0.0
2024-05-18,Lamp,Home & Garden,West,3,1114.43,742.96,371.48,Consumer,0.1
2024-05-18,Jeans,Clothing,South,5,346.38,207.83,138.55,Consumer,0.0
2024-05-18,Lamp,Home & Garden,Central,3,717.74,615.21,102.53,Enterprise,0.3
2024-05-18,Smartwatch,Electronics,East,4,3628.83,2177.3,1451.53,Business,0.0
2024-05-18,Dress,Clothing,East,1,90.32,60.22,30.11,Enterprise,0.1
2024-05-18,Lamp,Home & Garden,North,3,1106.02,663.61,442.41,Enterprise,0.0
2024-05-18,Coffee Table,Home & Garden,West,2,198.11,132.07,66.04,Business,0.1
2024-05-18,Jacket,Clothing,South,2,172.84,103.71,69.14,Consumer,0.0
2024-05-18,Running Shoes,Sports,South,1,278.31,166.99,111.32,Consumer,0.0
2024-05-18,Plant Pot,Home & Garden,West,3,1338.22,802.93,535.29,Enterprise,0.0
2024-05-18,Self-Help,Books,South,2,48.1,32.07,16.03,Business,0.1
2024-05-18,Tablet,Electronics,Central,3,3470.46,2082.27,1388.18,Business,0.0
2024-05-18,Smartwatch,Electronics,Central,2,1126.72,845.04,281.68,Business,0.2
2024-05-18,Smartwatch,Electronics,East,5,4206.76,2524.05,1682.7,Business,0.0
2024-05-18,Laptop,Electronics,West,5,5198.24,3118.94,2079.3,Enterprise,0.0
2024-05-18,Shoes,Clothing,North,1,142.98,85.79,57.19,Business,0.0
2024-05-19,Fiction,Books,South,2,61.72,37.03,24.69,Enterprise,0.0
2024-05-19,Lamp,Home & Garden,West,6,1594.07,956.44,637.63,Consumer,0.0
2024-05-19,Laptop,Electronics,West,5,1868.58,1121.15,747.43,Enterprise,0.0
2024-05-19,Headphones,Electronics,South,1,556.5,333.9,222.6,Enterprise,0.0
2024-05-19,Shoes,Clothing,West,4,487.98,292.79,195.19,Business,0.0
2024-05-19,Tablet,Electronics,East,1,333.16,199.89,133.26,Consumer,0.0
2024-05-19,Smartwatch,Electronics,North,1,317.2,211.47,105.73,Consumer,0.1
2024-05-19,Cookbook,Books,South,4,142.85,85.71,57.14,Enterprise,0.0
2024-05-19,Smartphone,Electronics,Central,3,2037.89,1222.74,815.16,Enterprise,0.0
2024-05-19,Jacket,Clothing,South,2,364.69,218.81,145.87,Enterprise,0.0
2024-05-19,Cookbook,Books,West,2,23.1,13.86,9.24,Business,0.0
2024-05-19,Yoga Mat,Sports,Central,2,495.83,297.5,198.33,Business,0.0
2024-05-19,Yoga Mat,Sports,North,2,173.31,103.98,69.32,Consumer,0.0
2024-05-19,T-Shirt,Clothing,West,4,492.75,295.65,197.1,Consumer,0.0
2024-05-19,Basketball,Sports,North,2,468.44,281.07,187.38,Consumer,0.0
2024-05-19,Plant Pot,Home & Garden,North,2,754.91,452.95,301.97,Consumer,0.0
2024-05-19,Dumbbells,Sports,South,1,225.85,135.51,90.34,Business,0.0
2024-05-19,Biography,Books,West,5,86.29,51.77,34.52,Consumer,0.0
2024-05-19,Dress,Clothing,West,4,466.4,310.93,155.47,Business,0.1
2024-05-19,T-Shirt,Clothing,Central,4,751.18,450.71,300.47,Business,0.0
2024-05-19,T-Shirt,Clothing,South,2,179.26,153.65,25.61,Consumer,0.3
2024-05-19,Smartphone,Electronics,East,3,1873.61,1124.17,749.44,Consumer,0.0
2024-05-19,Cushion,Home & Garden,South,3,1354.34,812.6,541.73,Business,0.0
2024-05-19,Basketball,Sports,West,1,72.81,43.68,29.12,Business,0.0
2024-05-19,Running Shoes,Sports,North,2,214.76,128.86,85.9,Business,0.0
2024-05-19,Basketball,Sports,Central,2,475.67,285.4,190.27,Consumer,0.0
2024-05-19,T-Shirt,Clothing,West,4,430.01,368.58,61.43,Consumer,0.3
2024-05-19,Fiction,Books,East,4,105.08,63.05,42.03,Consumer,0.0
2024-05-19,T-Shirt,Clothing,North,3,536.26,357.51,178.75,Consumer,0.1
2024-05-19,Smartwatch,Electronics,East,3,2105.08,1263.05,842.03,Business,0.0
2024-05-19,Shoes,Clothing,South,4,510.49,306.3,204.2,Consumer,0.0
2024-05-19,Headphones,Electronics,South,3,3300.81,1980.49,1320.33,Consumer,0.0
2024-05-19,Self-Help,Books,East,3,96.64,72.48,24.16,Business,0.2
2024-05-19,Smartwatch,Electronics,West,3,2692.03,2019.02,673.01,Business,0.2
2024-05-19,Cookbook,Books,Central,5,54.37,32.62,21.75,Consumer,0.0
2024-05-19,Lamp,Home & Garden,South,9,3254.6,1952.76,1301.84,Enterprise,0.0
2024-05-19,Sofa,Home & Garden,Central,4,1866.57,1119.94,746.63,Business,0.0
2024-05-19,Plant Pot,Home & Garden,South,1,69.24,46.16,23.08,Consumer,0.1
2024-05-19,Headphones,Electronics,Central,1,1058.31,634.98,423.32,Consumer,0.0
2024-05-19,T-Shirt,Clothing,Central,1,174.74,104.84,69.9,Enterprise,0.0
2024-05-19,Jacket,Clothing,South,1,24.32,14.59,9.73,Consumer,0.0
2024-05-19,Basketball,Sports,South,1,225.58,135.35,90.23,Enterprise,0.0
2024-05-19,Cookbook,Books,Central,3,78.6,52.4,26.2,Enterprise,0.1
2024-05-19,Biography,Books,South,1,48.45,29.07,19.38,Consumer,0.0
2024-05-19,Yoga Mat,Sports,East,2,134.84,101.13,33.71,Enterprise,0.2
2024-05-19,Headphones,Electronics,West,2,1216.16,810.77,405.39,Consumer,0.1
2024-05-19,Non-Fiction,Books,South,4,107.53,92.16,15.36,Business,0.3
2024-05-20,Dumbbells,Sports,East,3,475.03,285.02,190.01,Business,0.0
2024-05-20,Smartwatch,Electronics,Central,3,2665.08,1599.05,1066.03,Business,0.0
2024-05-20,Coffee Table,Home & Garden,North,0,0.0,0.0,0.0,Consumer,0.0
2024-05-20,Dress,Clothing,East,1,44.38,26.63,17.75,Enterprise,0.0
2024-05-20,T-Shirt,Clothing,South,6,555.8,333.48,222.32,Enterprise,0.0
2024-05-20,Yoga Mat,Sports,Central,1,178.41,107.05,71.36,Consumer,0.0
2024-05-20,Smartwatch,Electronics,West,3,1546.62,927.97,618.65,Enterprise,0.0
2024-05-20,Cookbook,Books,West,1,19.94,17.09,2.85,Enterprise,0.3
